1.367149, 0.811965, 0.495045, 0.495274, 0.364864, 0.365870, 0.365942
1.386619, 0.811564, 0.551157, 0.494958, 0.365343, 0.365712, 0.364530
1.371923, 0.812865, 0.585739, 0.506897, 0.366309, 0.368955, 0.368233
1.361687, 0.828306, 0.497848, 0.511623, 0.363728, 0.372038, 0.366924
1.367667, 0.811987, 0.498070, 0.486419, 0.364746, 0.367988, 0.368895
1.381754, 0.810503, 0.495968, 0.514719, 0.369745, 0.368662, 0.366584
1.368963, 0.812046, 0.569518, 0.488962, 0.397333, 0.364022, 0.367507
1.385166, 0.813859, 0.656405, 0.478306, 0.364303, 0.368521, 0.366072
1.375692, 0.813937, 0.568831, 0.500056, 0.362231, 0.369492, 0.366734
1.383889, 0.809506, 0.603548, 0.499455, 0.395127, 0.364423, 0.367094
1.374704, 0.811222, 0.660832, 0.459530, 0.362303, 0.362011, 0.366804
1.388459, 0.811995, 0.653736, 0.495491, 0.363027, 0.365675, 0.369667
1.384264, 0.810121, 0.631341, 0.489554, 0.361578, 0.361463, 0.369758
1.394181, 0.810657, 0.499288, 0.392606, 0.361902, 0.364725, 0.367403
1.399241, 0.808245, 0.569015, 0.494975, 0.371079, 0.367285, 0.369068
1.408496, 0.811877, 0.576007, 0.505126, 0.361609, 0.365065, 0.369223
1.397497, 0.809410, 0.562811, 0.451599, 0.378307, 0.372588, 0.367600
1.385221, 0.813439, 0.600037, 0.501220, 0.362587, 0.364901, 0.366593
1.400131, 0.816075, 0.590836, 0.499060, 0.384804, 0.370752, 0.366542
1.386827, 0.814936, 0.565340, 0.497230, 0.396229, 0.365235, 0.364671
1.381537, 0.811746, 0.623152, 0.431041, 0.370865, 0.372535, 0.363564
