0.000613, 0.000547, 0.000229, 0.000283, 0.000446, 0.001721, 0.003756
0.000631, 0.000576, 0.000254, 0.000376, 0.000741, 0.001823, 0.001974
0.000608, 0.000334, 0.000344, 0.000612, 0.000716, 0.002261, 0.002775
0.000618, 0.000624, 0.000244, 0.000331, 0.000434, 0.005740, 0.003570
0.000648, 0.000667, 0.000428, 0.000624, 0.001039, 0.003334, 0.003428
0.000626, 0.000585, 0.000255, 0.000362, 0.000441, 0.002345, 0.003666
0.000311, 0.000167, 0.000164, 0.000233, 0.007255, 0.001418, 0.001683
0.000677, 0.000581, 0.000247, 0.000383, 0.000456, 0.001669, 0.002111
0.000613, 0.000673, 0.000405, 0.000647, 0.000926, 0.003272, 0.003608
0.000626, 0.000536, 0.000312, 0.000272, 0.000658, 0.001708, 0.003614
0.000276, 0.000164, 0.000160, 0.000388, 0.000376, 0.002215, 0.001565
0.000645, 0.000524, 0.000259, 0.000317, 0.000877, 0.001708, 0.002063
0.000616, 0.000538, 0.000424, 0.000377, 0.000431, 0.001700, 0.003664
0.000278, 0.000162, 0.000184, 0.000300, 0.005569, 0.009551, 0.001543
0.000591, 0.000548, 0.000366, 0.000382, 0.000438, 0.002190, 0.003607
0.000662, 0.000572, 0.000316, 0.000384, 0.000456, 0.001740, 0.002085
0.000635, 0.000540, 0.000248, 0.000355, 0.000708, 0.002597, 0.003910
0.000617, 0.000598, 0.000257, 0.000368, 0.000466, 0.001734, 0.002118
0.000637, 0.000519, 0.000284, 0.000388, 0.000459, 0.001737, 0.003770
0.000667, 0.000485, 0.000252, 0.000342, 0.000440, 0.001752, 0.002043
0.000625, 0.000581, 0.000271, 0.000394, 0.000449, 0.012014, 0.001810
0.000636, 0.000543, 0.000257, 0.000370, 0.000434, 0.001739, 0.003659
0.000695, 0.000544, 0.000251, 0.000332, 0.000440, 0.001914, 0.003631
0.000618, 0.000662, 0.000252, 0.000256, 0.000641, 0.001777, 0.001896
0.000643, 0.000565, 0.000311, 0.000300, 0.000444, 0.001719, 0.002133
0.000635, 0.000590, 0.000280, 0.000315, 0.000539, 0.002606, 0.002257
0.000621, 0.000581, 0.000253, 0.000347, 0.000630, 0.001728, 0.003753
0.000606, 0.000514, 0.000239, 0.000355, 0.000457, 0.001705, 0.003576
0.000653, 0.000559, 0.000261, 0.000386, 0.000683, 0.001993, 0.003681
0.000625, 0.000518, 0.000254, 0.000384, 0.000434, 0.001740, 0.002094
0.000653, 0.000556, 0.000227, 0.000358, 0.000439, 0.001732, 0.003770
0.000671, 0.000572, 0.000441, 0.000590, 0.000955, 0.003353, 0.003287
0.000603, 0.000610, 0.000287, 0.000260, 0.000742, 0.003523, 0.003637
0.000614, 0.000582, 0.000260, 0.000362, 0.000754, 0.001745, 0.003489
0.000650, 0.000520, 0.000350, 0.000375, 0.000619, 0.013314, 0.002788
0.000650, 0.000535, 0.000223, 0.000340, 0.000727, 0.001769, 0.002111
0.000661, 0.000565, 0.000261, 0.000351, 0.000435, 0.001715, 0.003437
0.000662, 0.000509, 0.000253, 0.000306, 0.016269, 0.006122, 0.002068
0.000639, 0.000553, 0.000236, 0.000359, 0.008971, 0.005329, 0.002621
0.000638, 0.000605, 0.000246, 0.000384, 0.000431, 0.002560, 0.002122
0.000610, 0.000684, 0.000236, 0.000329, 0.000574, 0.005300, 0.002153
0.000637, 0.000542, 0.000230, 0.000259, 0.000443, 0.003783, 0.001996
