0.001912, 0.000247, 0.000089, 0.000197, 0.000101, 0.000192
0.001990, 0.000253, 0.000090, 0.000300, 0.000100, 0.000211
0.002038, 0.000249, 0.001009, 0.000093, 0.000107, 0.000128
0.001906, 0.000249, 0.000088, 0.000142, 0.000098, 0.000090
0.002047, 0.000261, 0.000111, 0.000131, 0.000100, 0.000089
0.001983, 0.000246, 0.000087, 0.000094, 0.000112, 0.000091
0.001983, 0.000248, 0.000086, 0.000099, 0.000097, 0.000199
0.001924, 0.000255, 0.000086, 0.000094, 0.000345, 0.000096
0.001993, 0.000516, 0.000088, 0.000152, 0.000097, 0.000188
0.001977, 0.000239, 0.000261, 0.000093, 0.000102, 0.000268
0.001987, 0.000521, 0.000152, 0.000095, 0.000275, 0.000093
0.002017, 0.000254, 0.000090, 0.000266, 0.000104, 0.000196
0.002051, 0.000252, 0.000272, 0.000095, 0.000258, 0.000089
0.001982, 0.000260, 0.000093, 0.000094, 0.000098, 0.000090
0.002012, 0.000236, 0.000242, 0.000091, 0.000099, 0.000243
0.001911, 0.000271, 0.000089, 0.000197, 0.000095, 0.000092
0.001905, 0.000246, 0.000090, 0.000096, 0.000110, 0.000093
0.001983, 0.000238, 0.000088, 0.000092, 0.000110, 0.000150
0.001982, 0.000255, 0.000093, 0.000215, 0.000103, 0.000142
0.001991, 0.000245, 0.000090, 0.000097, 0.000095, 0.000090
0.001905, 0.000251, 0.000091, 0.000324, 0.000098, 0.000226
