0.001204, 0.006772, 0.000208, 0.000382, 0.000436, 0.006781, 0.003725
0.001711, 0.005680, 0.000389, 0.000589, 0.000897, 0.011571, 0.003272
0.001475, 0.000381, 0.004605, 0.000511, 0.000917, 0.010932, 0.002882
0.001467, 0.016329, 0.000392, 0.000482, 0.000717, 0.002847, 0.003639
0.001142, 0.010869, 0.000381, 0.000566, 0.000926, 0.003265, 0.003898
0.001483, 0.007426, 0.000372, 0.000551, 0.000908, 0.010340, 0.002991
0.000562, 0.000184, 0.002853, 0.000226, 0.000424, 0.003705, 0.001762
0.001525, 0.011845, 0.000364, 0.000528, 0.000913, 0.003443, 0.003661
0.001475, 0.008233, 0.000395, 0.000612, 0.000929, 0.004784, 0.003630
0.001671, 0.000411, 0.007137, 0.000500, 0.000893, 0.005441, 0.003110
0.000604, 0.002817, 0.000110, 0.000243, 0.000382, 0.004676, 0.001776
0.001266, 0.009145, 0.000245, 0.000361, 0.000544, 0.002072, 0.003666
0.001378, 0.009254, 0.000384, 0.000484, 0.000883, 0.003211, 0.003640
0.000786, 0.003311, 0.000211, 0.000353, 0.000491, 0.006454, 0.001858
0.001539, 0.000402, 0.007453, 0.000515, 0.000913, 0.009269, 0.002636
0.001709, 0.005573, 0.000452, 0.000603, 0.000923, 0.008304, 0.002577
0.001059, 0.011694, 0.000305, 0.000457, 0.000659, 0.016012, 0.002540
0.001141, 0.007911, 0.000249, 0.000360, 0.051729, 0.012952, 0.001674
0.001469, 0.008160, 0.000354, 0.000470, 0.000843, 0.003316, 0.003552
0.001153, 0.009772, 0.000246, 0.000368, 0.000537, 0.002036, 0.003833
0.000944, 0.004051, 0.000360, 0.000575, 0.000868, 0.002932, 0.002302
0.001400, 0.011604, 0.000303, 0.000557, 0.000873, 0.003266, 0.003621
0.001332, 0.010097, 0.000307, 0.000505, 0.000651, 0.008521, 0.003327
0.001170, 0.009729, 0.000298, 0.000364, 0.000648, 0.002508, 0.003654
0.001461, 0.008823, 0.000386, 0.000531, 0.000892, 0.003258, 0.003732
0.001558, 0.006256, 0.000465, 0.000600, 0.001185, 0.013693, 0.001724
0.001335, 0.006396, 0.000376, 0.000610, 0.000896, 0.006207, 0.003332
0.001472, 0.009737, 0.000374, 0.000543, 0.000910, 0.003372, 0.003537
0.001380, 0.000379, 0.007478, 0.000515, 0.000889, 0.003232, 0.003711
0.001317, 0.011229, 0.000381, 0.000453, 0.000648, 0.016884, 0.002049
0.000951, 0.011408, 0.000258, 0.000354, 0.000544, 0.004012, 0.002400
0.001464, 0.007866, 0.000411, 0.000602, 0.000919, 0.003700, 0.003609
0.001712, 0.000405, 0.006830, 0.000562, 0.000825, 0.003320, 0.003353
0.001545, 0.010445, 0.000398, 0.000529, 0.000873, 0.004956, 0.003657
0.001118, 0.004882, 0.000295, 0.000570, 0.000820, 0.006810, 0.002546
0.001332, 0.009325, 0.000371, 0.000516, 0.001087, 0.023920, 0.001678
0.001640, 0.009267, 0.000392, 0.000455, 0.000925, 0.011039, 0.003464
0.000789, 0.003200, 0.000180, 0.000419, 0.000573, 0.016859, 0.001529
0.000907, 0.006045, 0.000253, 0.000529, 0.000682, 0.004602, 0.003527
0.001529, 0.010642, 0.000388, 0.000563, 0.000823, 0.003132, 0.002067
0.001433, 0.007106, 0.000358, 0.000509, 0.000897, 0.007950, 0.003440
0.001441, 0.012363, 0.000372, 0.000543, 0.000866, 0.005560, 0.003596
